,rating,reviews,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,checkin,checkout,amenities_list,amenities_count,region,bathroom_shared,bathroom_private,toilet_only,no_rating
9031,,0,7.91200834116894,Italy,11.0,22,16,0,16,0,2 00 pm - 8 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Pets allowed', 'Washing machine', 'Dryer', 'Security cameras on property']",8,Lazio,0,0,0,1
9032,5.0,13,6.198870450901391,Italy,2.0,6,8,0,4,0,4 00 pm - 9 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Washing machine – In building', 'Dryer – In building', 'Air conditioning', 'Private patio or balcony']",8,Veneto,0,0,0,0
9033,4.97,29,5.228786484610705,Italy,1.5,2,3,0,2,0,After 2 00 pm,9 00 am,"['City skyline view', 'Courtyard view', 'Lake access', 'Ski-in/Ski-out', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises']",8,Toscana,0,0,0,0
9034,5.0,56,4.887536952376527,Germany,2.0,3,6,0,3,0,2 00 pm - 7 00 pm,10 00 am,"['Park view', 'Garden view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'HDTV with Chromecast', 'Bath', 'Private patio or balcony']",10,Thüringen,0,0,0,0
9035,5.0,26,5.053171481199135,Italy,2.0,8,10,0,4,0,After 4 00 pm,10 00 am,"['Valley view', 'Kitchen', 'Fast wifi – 71 Mbps', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Washing machine', 'Dryer']",8,Tuscany,0,0,0,0
9036,4.79,33,4.554764259345908,Italy,2.0,6,8,0,3,0,5 00 pm - 10 00 pm,9 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Washing machine', 'Children’s books and toys', 'Hair dryer', 'Refrigerator']",8,Toscana,0,0,0,0
9037,,1,4.5179835472007035,Germany,1.0,7,7,0,3,0,3 00 pm - 6 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'TV with standard cable/satellite', 'Washing machine', 'Dryer', 'Bath', 'High chair']",8,Mecklenburg-Vorpommern,0,0,0,1
9038,4.93,148,4.88680994398391,Italy,1.0,1,2,0,1,0,4 00 pm - 8 00 pm,10 00 am,"['Park view', 'Vineyard view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool', 'Air conditioning', 'Shared patio or balcony', 'Shared backyard – Fully fenced', 'Luggage drop-off allowed']",10,Siena,0,0,0,0
9039,,0,8.836046404615079,Italy,23.5,38,16,0,34,0,3 00 pm - 7 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Pets allowed', 'TV', 'Washing machine', 'Dryer']",8,Sovicille,0,0,0,1
9040,4.8,16,4.714078617211,Italy,2.0,6,6,0,2,0,After 2 00 pm,Unknown,"['City skyline view', 'Lake access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free on-street parking', 'TV', 'Garden']",8,Lazio,0,0,0,0
9041,,0,7.584270943531852,Italy,8.5,9,14,0,7,0,3 00 pm - 9 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Sauna', 'TV', 'Washing machine', 'Air conditioning']",8,Tuscany,0,0,0,1
9042,,0,4.6613910788325645,Italy,1.0,1,2,0,1,0,2 00 pm - 1 00 am,11 00 am,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool', 'Pets allowed', 'TV', 'Air conditioning', 'Patio or balcony', 'Garden']",9,Marche,0,1,0,1
9043,4.61,43,4.851088555591242,Italy,1.0,5,5,0,2,0,3 00 pm - 8 00 pm,10 00 am,"['Lake access', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'TV', 'Washing machine', 'Private backyard – Fully fenced']",8,Umbria,0,0,0,0
9044,4.89,9,4.597550871144651,Germany,1.0,1,2,0,1,0,3 00 pm - 10 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free on-street parking', 'Garden', 'Refrigerator', 'Microwave', 'Long-term stays allowed']",7,Bayern,0,0,0,0
9045,4.74,58,5.365300187106964,Italy,2.0,7,7,0,2,0,3 00 pm - 6 00 pm,10 00 am,"['Park view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool', 'Hot tub', 'Pets allowed', 'TV']",8,Veneto,0,0,0,0
9046,5.0,18,5.632463319433748,Italy,1.0,1,2,0,1,0,After 3 00 pm,11 00 am,"['Wifi', 'Free parking on premises', 'Pool', 'TV', 'Lift', 'Air conditioning', 'Indoor fireplace', 'Cot']",8,Siena,0,0,0,0
9047,,0,8.743679582944027,Italy,21.0,30,16,0,20,0,After 3 00 pm,11 00 am,"['Wifi', 'Free parking on premises', 'Pool', 'TV', 'Lift', 'Air conditioning', 'Patio or balcony', 'Garden', 'Indoor fireplace', 'Luggage drop-off allowed']",10,Toscana,0,0,0,1
9048,,2,6.155727436950228,Italy,3.0,5,9,0,4,0,5 00 pm - 7 00 pm,10 00 am,"['Wifi', 'Free parking on premises', 'Pool', 'TV', 'Washing machine', 'Bath', 'Garden', 'Indoor fireplace']",8,Tuscany,0,0,0,1
9049,5.0,24,5.529429087511423,Italy,6.0,10,14,0,5,0,Flexible,11 00 am,"['Garden view', 'Valley view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Pets allowed', '43"" TV', 'Free washer – In unit', 'Security cameras on property']",10,Lazio,0,0,0,0
9050,4.79,19,4.823385953041907,Italy,1.0,1,2,0,1,0,4 00 pm - 12 00 am,10 00 am,"['City skyline view', 'Courtyard view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises', 'HDTV with standard cable/satellite', 'Free washer – In unit']",8,Toscana,0,0,0,0
9051,,2,7.08420622375014,Italy,7.0,6,12,0,6,0,3 00 pm - 7 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'TV', 'Washing machine', 'Dryer', 'Air conditioning', 'Indoor fireplace', 'Cot']",10,Toscana,0,0,0,1
9052,4.67,3,5.365300187106964,Italy,3.0,4,6,0,3,0,3 00 pm - 7 00 pm,10 00 am,"['Garden view', 'Wifi', 'Free parking on premises', 'Shared pool', 'Pets allowed', '15"" TV', 'Central air conditioning', 'Garden']",8,Toscana,0,0,0,0
9053,4.56,9,5.7763832875193515,Italy,2.0,6,10,0,3,0,After 3 00 pm,10 00 am,"['Kitchen', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Smoking allowed', 'Long-term stays allowed']",7,Toscana,0,0,0,0
9054,5.0,18,4.646011457430979,Italy,1.0,2,4,0,1,0,2 00 pm - 11 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Air conditioning']",8,Toscana,0,0,0,0
9055,,0,8.042885372663457,Italy,6.0,13,16,0,8,0,3 00 pm - 7 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'Pool', 'Hair dryer', 'Breakfast', 'Long-term stays allowed']",6,Toscana,0,0,0,1
9056,,1,4.4118485909644,Germany,1.0,2,4,0,1,0,3 00 pm - 6 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'TV with standard cable/satellite', 'Washing machine', 'Dryer', 'High chair', 'Refrigerator']",8,Mecklenburg-Vorpommern,0,0,0,1
9057,,1,8.70206370569148,Italy,8.0,11,16,0,9,0,3 00 pm - 7 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'TV', 'Washing machine', 'Dryer', 'Air conditioning']",8,Toscana,0,0,0,1
9058,4.67,3,6.081338289481846,Italy,2.0,3,6,0,2,0,3 00 pm - 7 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Pets allowed', 'TV', 'Washing machine', 'Dryer']",8,Sovicille,0,0,0,0
9059,5.0,7,4.898918160946855,Italy,1.0,3,3,0,1,0,After 2 00 pm,Unknown,"['City skyline view', 'Lake access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'TV', 'Patio or balcony', 'Garden']",8,Lazio,0,0,0,0
9060,,0,8.219397497671697,Italy,6.0,16,16,0,8,0,After 3 00 pm,11 00 am,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pool', 'Hot tub', 'Washing machine', 'Dryer', 'Patio or balcony']",8,Siena Tuscany,0,0,0,1
9061,,2,5.391214999946977,Italy,1.0,4,6,0,3,0,5 00 pm - 7 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Washing machine', 'Garden', 'Refrigerator', 'Smoking allowed']",8,Tuscany,0,0,0,1
9062,,1,4.65108761046284,Germany,1.0,4,2,0,0,0,After 3 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV with standard cable/satellite', 'Long-term stays allowed']",6,Bavaria,0,0,0,1
9063,,1,6.273149758616229,Italy,4.0,5,7,0,4,0,4 00 pm - 7 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV', 'Bath', 'Patio or balcony']",8,Tuscany,0,0,0,1
9064,5.0,5,4.975320197097275,Italy,1.0,3,4,0,2,0,2 00 pm - 6 00 pm,12 00 pm,"['Garden view', 'Valley view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private outdoor pool', '24"" HDTV', 'Paid washer – In building']",8,Umbria,0,0,0,0
9065,,0,4.400381249778342,Austria,1.0,2,5,0,2,0,4 00 pm - 8 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Sauna', 'TV', 'Bath', 'Refrigerator', 'Long-term stays allowed']",8,Pillberg,0,0,0,1
9066,,0,4.6613910788325645,Italy,1.0,1,2,0,1,0,2 00 pm - 1 00 am,11 00 am,"['Wifi', 'Free parking on premises', 'Pool', 'Pets allowed', 'TV', 'Air conditioning', 'Patio or balcony', 'Garden', 'Luggage drop-off allowed']",9,Marche,0,1,0,1
9067,,0,5.9557749416469745,India,5.0,6,10,0,4,0,3 00 pm - 2 00 am,12 00 pm,"['Kitchen', 'Wifi', 'Free parking on premises', 'Air conditioning', 'Patio or balcony', 'Refrigerator', 'Breakfast', 'Smoking allowed']",8,Rajasthan,0,0,0,1
9068,,0,5.104337756512484,Italy,3.0,7,14,0,4,0,3 00 pm - 7 00 pm,9 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Hot tub', 'Pets allowed', 'TV', 'Washing machine', 'Indoor fireplace']",8,Roccastrada,0,0,0,1
9069,,2,4.115209700686062,Italy,1.0,2,3,0,1,0,5 00 pm - 8 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Hair dryer', 'Refrigerator']",8,Tuscany,0,0,0,1
9070,5.0,4,5.326588640081255,Denmark,1.5,1,2,0,1,0,After 3 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Breakfast', 'Long-term stays allowed']",6,Syddanmark,0,0,0,0
9071,,0,6.706508781901206,Italy,4.5,4,6,0,3,0,After 4 00 pm,10 00 am,"['Garden view', 'Mountain view', 'Kitchen', 'Wifi', 'Free on-street parking', 'Private pool', 'Pets allowed', 'Free washer – In unit', 'Bath', 'Private patio or balcony']",10,Umbria,0,0,0,1
9072,,2,5.103313316206294,Italy,1.0,1,3,0,1,0,5 00 pm - 7 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Washing machine', 'Air conditioning', 'Garden', 'Indoor fireplace']",8,Tuscany,0,0,0,1
9073,,0,7.063862734984044,Italy,6.5,8,12,0,6,0,3 00 pm - 7 00 pm,9 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'TV with standard cable/satellite', 'Washing machine', 'Air conditioning', 'Patio or balcony']",8,Toscana,0,0,0,1
9074,,0,5.9481293569950004,Italy,2.0,2,4,0,2,0,After 3 00 pm,Unknown,"['Kitchen', 'Free parking on premises', 'Pets allowed', 'Garden', 'Refrigerator', 'Breakfast', 'Smoking allowed']",7,Italy/Siena/Toscana,0,0,0,1
9075,,1,4.458959786085977,Germany,1.0,4,4,0,1,0,3 00 pm - 6 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'TV with standard cable/satellite', 'Washing machine', 'Dryer', 'High chair', 'Refrigerator']",8,Mecklenburg-Vorpommern,0,0,0,1
9076,,1,6.3819587100158826,Italy,4.0,6,8,0,4,0,4 00 pm - 7 00 pm,11 00 am,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pool', 'TV', 'Hair dryer', 'Breakfast', 'Long-term stays allowed']",8,Toscana,0,0,0,1
9077,5.0,4,5.921287670316144,Italy,2.0,4,6,0,3,0,4 00 pm - 7 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Patio or balcony', 'Hair dryer', 'Long-term stays allowed']",7,Tuscany,0,0,0,0
9078,,2,5.239832772514925,Italy,2.0,3,4,0,2,0,5 00 pm - 7 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Washing machine', 'Garden', 'Refrigerator', 'Microwave']",8,Tuscany,0,0,0,1
9079,,2,5.769788292281558,Italy,2.0,3,5,0,2,0,5 00 pm - 7 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Washing machine', 'Garden', 'Refrigerator', 'Smoking allowed']",8,Tuscany,0,0,0,1
9080,,0,5.188462159796,Italy,1.0,3,4,0,1,0,5 00 pm - 7 00 pm,10 00 am,"['Wifi', 'Free parking on premises', 'Pool', 'Washing machine', 'Garden', 'Refrigerator', 'Smoking allowed', 'Long-term stays allowed']",8,Tuscany,0,0,0,1
9081,,0,6.933258611924282,Italy,6.0,8,12,0,6,0,3 00 pm - 7 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Hot tub', 'TV', 'Washing machine', 'Air conditioning']",8,Tuscany,0,0,0,1
9082,,1,5.3981627015177525,Italy,2.0,2,4,0,2,0,2 00 pm - 9 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Pets allowed', 'Washing machine', 'Indoor fireplace', 'Luggage drop-off allowed']",8,Lazio,0,0,0,1
9083,,0,5.921287670316144,Italy,2.0,4,6,0,3,0,4 00 pm - 7 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Bath', 'Garden', 'Indoor fireplace', 'Hair dryer', 'Long-term stays allowed']",8,Toscana,0,0,0,1
9084,,0,5.199495002141374,Italy,4.0,8,10,0,5,0,5 00 pm - 8 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Pets allowed', 'TV with standard cable/satellite', 'Washing machine', 'Indoor fireplace', 'Travel cot']",9,Toscana,0,0,0,1
9085,,0,5.126256244017295,Italy,2.0,4,5,0,2,0,After 2 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool', 'Pets allowed', '24"" TV', 'Paid washer – In building', 'Security cameras on property']",8,Incisa in Val d'Arno,0,0,0,1
9086,4.83,180,3.549478892216119,India,1.0,1,2,0,1,0,After 12 00 pm,10 00 am,"['Kitchen', 'Free parking on premises', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",5,Tamil Nadu,0,0,0,0
9087,4.82,67,4.578554037841821,India,1.0,1,3,0,1,0,12 00 pm - 5 00 pm,Unknown,"['Garden view', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Patio or balcony', 'Garden', 'Luggage drop-off allowed', 'Cot']",8,Kerala,0,0,0,0
9088,4.75,28,4.355626993649995,Sri Lanka,1.0,1,2,0,1,0,Flexible,1 00 pm,"['City skyline view', 'Garden view', 'Waterfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Private patio or balcony', 'Private backyard – Not fully fenced', 'Luggage drop-off allowed']",10,Uva Province,0,0,0,0
9089,,1,3.9273269865675364,India,5.0,5,10,0,5,0,2 00 pm - 11 00 pm,Unknown,"['Kitchen', 'Wifi', 'Dedicated workspace', 'TV', 'Patio or balcony', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed', 'Security cameras on property']",9,Himachal Pradesh,0,0,0,1
9090,,0,4.603119892801666,India,1.0,1,3,0,1,0,After 11 00 am,10 00 am,"['Wifi', 'Free on-street parking', 'Bath', 'Garden', 'Luggage drop-off allowed', 'Breakfast', 'Long-term stays allowed']",7,Uttarakhand,0,1,0,1
9091,5.0,12,4.639862589516625,India,1.0,1,3,0,1,0,After 1 00 pm,11 00 am,"['Mountain view', 'Wifi', 'Free parking on premises', 'Patio or balcony', 'Shared garden', 'Children’s books and toys', 'Refrigerator', 'Breakfast']",8,Kerala,0,0,0,0
9092,4.92,13,5.314095843544491,Israel,3.0,4,15,0,1,0,3 00 pm - 9 00 pm,11 00 am,"['Desert view', 'Mountain view', 'Kitchen', 'Free parking on premises', 'Shared outdoor pool – available all year', 'open specific hours', 'Window AC unit', 'Shared patio or balcony', 'Private backyard – Not fully fenced']",9,Tekoa,0,0,0,0
9093,5.0,20,2.493902212696578,Indonesia,1.0,1,6,0,1,0,After 3 00 pm,Unknown,"['Garden', 'Microwave', 'Breakfast', 'Smoking allowed']",4,Sumatera Utara,0,0,0,0
9094,,0,5.226070497426403,Indonesia,2.0,2,12,0,1,0,Flexible,Unknown,"['Beach access – Beachfront', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Pets allowed', 'Patio or balcony', 'Garden', 'Luggage drop-off allowed']",8,West Sumatra,1,0,0,1
9095,,1,3.2298991811596447,Thailand,1.0,1,2,0,1,0,4 00 pm - 8 00 pm,12 00 pm,"['Wifi', 'Free parking on premises', 'Garden', 'Refrigerator', 'Smoking allowed', 'Long-term stays allowed']",6,Chiang Rai,0,1,0,1
9096,,0,3.1344459978038213,Sri Lanka,4.0,8,8,0,4,0,After 1 00 pm,11 00 am,"['Free parking on premises', 'Pets allowed', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",5,Uva province,0,0,0,1
9097,5.0,7,4.73270471766908,Sri Lanka,5.0,12,12,0,5,0,After 3 00 pm,Unknown,"['Kitchen', 'Wifi', 'Free parking on premises', 'Washing machine', 'Bath', 'Patio or balcony', 'Garden', 'Samsung refrigerator']",8,Sabaragamuwa Province,1,0,0,0
9098,4.82,135,4.695209103861298,India,1.0,1,3,0,1,0,12 00 pm - 5 00 pm,Unknown,"['Mountain view', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Patio or balcony', 'Garden', 'Cot', 'Children’s books and toys for ages 5–10 years old and 10+ years old']",8,Kerala,0,0,0,0
9099,4.71,7,4.739995921312469,India,1.0,1,2,0,0,0,1 00 pm - 12 00 am,11 00 am,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private indoor pool – available all year', 'HDTV', 'Garden', 'Indoor fireplace', 'Security cameras on property']",8,Kerala,0,0,0,0
9100,4.87,116,4.006017972416844,Thailand,2.0,3,5,0,2,0,Unknown,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Paid washer – In unit', 'AC – split-type ductless system', 'Security cameras on property']",8,Chang Wat Chiang Mai,0,0,0,0
9101,4.82,20,5.830538961312794,India,4.0,5,15,0,4,0,After 2 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Hot tub', 'Pets allowed', 'TV with standard cable/satellite', 'Washing machine', 'Dryer', 'Bath', 'Patio or balcony', 'Garden']",10,Himachal Pradesh,0,0,0,0
9102,4.69,42,3.6813208391400094,India,1.0,3,3,0,2,0,1 00 pm - 6 00 pm,11 00 am,"['Courtyard view', 'Garden view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool', 'Private hot tub', 'Pets allowed', 'Washing machine', 'Security cameras on property']",10,Puducherry,0,0,0,0
9103,4.65,52,5.266117730976066,India,3.5,4,8,0,3,0,Unknown,Unknown,"['Lake view', 'Kitchen', 'Wifi', 'Pets allowed', 'TV with standard cable/satellite', 'Washing machine', 'Dryer', 'Air conditioning']",8,Delhi,0,0,0,0
9104,4.72,29,5.139335759451113,India,2.0,4,6,0,2,0,1 00 pm - 9 00 pm,11 00 am,"['Garden view', 'Lake access', 'Wifi', 'Free parking on premises', 'Patio or balcony', 'Garden', 'Cot', 'Children’s books and toys for ages 5–10 years old and 10+ years old']",8,Kerala,0,0,0,0
9105,4.76,37,3.29226064404356,India,0.0,2,2,1,1,0,Unknown,12 00 pm,"['Wifi', 'Free parking on premises', 'Shared pool', 'Pets allowed', 'Washing machine', 'Dryer', 'Garden', 'Security cameras on property']",8,Uttarakhand,0,0,1,0
9106,5.0,9,3.3496926931294353,India,1.5,1,3,0,1,0,Flexible,12 00 pm,"['Garden view', 'Mountain view', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Shared backyard – Not fully fenced', 'Fire pit', 'Refrigerator']",8,Himachal Pradesh,0,0,0,0
9107,4.75,16,5.397126347210035,Kenya,2.0,5,8,0,4,0,After 11 00 am,1 00 pm,"['Park view', 'Kitchen', 'Free parking on premises', 'Shared pool', 'Pets allowed', 'EV charger', 'Washing machine', 'Dryer']",8,Nairobi County,0,0,0,0
9108,4.75,20,3.081688877598697,India,2.5,5,4,0,3,0,After 10 00 am,9 00 am,"['Courtyard view', 'Beach access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises', 'Pets allowed', 'Private patio or balcony']",8,Karnataka,0,0,0,0
9109,,2,2.8618565875881434,India,1.0,1,2,0,1,0,After 3 00 pm,Unknown,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'Patio or balcony', 'Garden', 'Hair dryer', 'Refrigerator', 'Long-term stays allowed']",8,Kerala,0,0,0,1
9110,,0,2.593274686509782,India,1.0,1,8,0,2,0,Flexible,12 00 am,"['Pets allowed', 'Smoking allowed', 'Long-term stays allowed']",3,Himachal Pradesh,0,0,0,1
9111,,1,4.535316358787175,India,3.0,3,6,0,3,0,12 00 pm - 4 00 pm,10 00 am,"['Garden view', 'Park view', 'Kitchen', 'Dedicated workspace', 'Free parking on premises', 'Paid washer – In building', 'Bath', 'Private patio or balcony']",8,Karnataka,0,0,0,1
9112,4.96,24,2.3757459730799013,India,1.5,3,3,0,1,0,After 3 00 pm,12 00 pm,"['Free parking on premises', 'Pets allowed', 'Patio or balcony', 'Garden', 'Luggage drop-off allowed', 'Smoking allowed', 'Long-term stays allowed']",7,Rajasthan,0,0,0,0
9113,5.0,4,2.4849066497880004,India,2.0,3,6,0,3,0,After 3 00 pm,Unknown,"['Kitchen', 'Free parking on premises', 'Pets allowed', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",6,Himachal Pradesh,0,0,0,0
9114,4.88,68,4.993133632005913,Israel,1.0,2,2,0,1,0,After 3 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'Washing machine', 'Dryer', 'Air conditioning', 'Patio or balcony']",8,South District,0,0,0,0
9115,4.78,40,2.813892528381017,India,1.5,3,3,0,1,0,3 00 pm - 9 00 pm,12 00 pm,"['Free parking on premises', 'Pets allowed', 'Patio or balcony', 'Garden', 'Luggage drop-off allowed', 'Smoking allowed', 'Long-term stays allowed']",7,Rajasthan,0,0,0,0
9116,4.89,9,3.0739196931257813,India,1.5,1,2,0,1,0,8 00 am - 6 00 pm,12 00 am,"['City skyline view', 'Garden view', 'Waterfront', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'Security cameras on property']",8,Uttarakhand,0,0,0,0
9117,,0,3.1638978811178133,India,1.5,1,2,0,0,0,Flexible,Unknown,"['Garden view', 'Mountain view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'Security cameras on property']",8,Uttarakhand,0,0,0,1
9118,5.0,3,3.5252968833175147,Sri Lanka,1.0,1,2,0,1,0,Unknown,Unknown,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private pool', 'Pets allowed', 'TV', 'Air conditioning', 'Security cameras on property']",8,Western Province,0,0,0,0
9119,,1,5.620357211891976,India,1.5,1,2,0,1,0,2 00 pm - 8 00 pm,12 00 pm,"['Waterfront', 'Kitchen', 'Free parking on premises', 'Pool', 'Washing machine', 'Dryer', 'Air conditioning', 'Security cameras on property']",8,Uttarakhand,0,0,0,1
9120,4.61,18,4.383531525853302,Kenya,1.0,1,3,0,1,0,Unknown,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Patio or balcony', 'Garden', 'Refrigerator', 'Microwave']",8,Laikipia,0,0,0,0
9121,,0,6.179866975460405,India,4.0,8,12,0,4,0,After 1 00 pm,Unknown,"['Garden view', 'Mountain view', 'Wifi', 'Free parking on premises', 'Bath', 'Patio or balcony', 'Private backyard – Fully fenced', 'Security cameras on property']",8,Kerala,0,0,0,1
9122,4.93,42,3.0855509513646404,Nepal,0.0,3,3,1,1,0,Unknown,Unknown,"['Indoor fireplace', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",4,3 hours from Pokhara,0,0,0,0
9123,,1,4.02535169073515,India,1.0,1,3,0,1,0,After 11 00 am,10 00 am,"['Free parking on premises', 'Pets allowed', 'Breakfast', 'Long-term stays allowed']",4,Maharashtra,0,1,0,1
9124,,1,4.541241920373803,India,2.0,3,4,0,1,0,After 2 00 pm,12 00 pm,"['Courtyard view', 'Garden view', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Air conditioning', 'Breakfast']",7,Maharashtra,0,0,0,1
9125,5.0,18,2.86116764508759,Sri Lanka,1.0,2,3,0,1,0,After 2 00 pm,11 00 am,"['Lake access', 'Kitchen', 'Wifi', 'Free parking on premises', 'Hot tub', 'Pets allowed', 'Washing machine', 'Dryer']",8,Habarane,0,0,0,0
9126,,2,3.0739196931257813,India,4.5,20,16,0,3,0,12 00 pm - 9 00 pm,11 00 am,"['Garden view', 'Park view', 'Waterfront', 'Kitchen', 'Wifi – 1 Mbps', 'Dedicated workspace', 'Free parking on premises', 'Security cameras on property']",8,Madhya Pradesh,0,0,0,1
9127,,2,3.2298991811596447,Thailand,1.0,1,2,0,1,0,1 00 pm - 11 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'Pool', 'Pets allowed', 'TV', 'Washing machine', 'Dryer', 'Air conditioning', 'Security cameras on property']",9,Chiang Mai,0,0,0,1
9128,,0,2.6910388552756737,India,5.0,8,16,0,11,0,9 00 am - 7 00 pm,12 00 pm,"['Mountain view', 'Valley view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'Garden']",8,Uttarakhand,1,0,0,1
9129,,0,4.141028857900076,India,1.0,1,2,0,1,0,After 12 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'Pool', 'TV', 'Breakfast', 'Long-term stays allowed']",6,Kerala,0,1,0,1
9130,,1,3.4347642053012386,Thailand,2.0,4,3,0,2,0,12 00 pm - 2 00 pm,12 00 pm,"['Lake access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private pool', 'Washing machine', 'Shared backyard – Not fully fenced', 'Luggage drop-off allowed']",9,Chiang Mai,1,0,0,1
9131,4.91,34,4.0629326383883795,Sri Lanka,1.0,3,6,0,1,0,After 2 00 pm,11 00 am,"['Lake view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Private patio or balcony', 'Shared backyard – Not fully fenced', 'Indoor fireplace: wood-burning']",8,Uva Province,0,0,0,0
