,rating,reviews,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,checkin,checkout,amenities_list,amenities_count,region,bathroom_shared,bathroom_private,toilet_only,no_rating
9132,4.63,21,2.8728156013778627,Jordan,1.0,6,6,0,1,0,Unknown,Unknown,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Fire pit', 'Smoking allowed', 'Long-term stays allowed']",7,Ma'an Governorate,1,0,0,0
9133,,1,2.9793334851738673,Nepal,5.5,2,16,0,1,0,After 3 00 pm,Unknown,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Pets allowed', '38"" HDTV', 'Paid washing machine', 'Indoor fireplace', 'Breakfast']",8,Mid-Western Development Region,1,0,0,1
9134,4.87,77,5.070418550961209,Sri Lanka,1.0,2,4,0,2,0,After 2 00 pm,11 00 am,"['Garden view', 'Lake view', 'Waterfront', 'Wifi', 'Free parking on premises', 'Private hot tub', 'Pets allowed', 'Private patio or balcony']",8,Uva Province,0,0,0,0
9135,5.0,3,4.930826829400684,India,2.0,10,16,0,1,0,After 3 00 pm,Unknown,"['Kitchen', 'Free parking on premises', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",5,Rajasthan,1,0,0,0
9136,,1,2.6484792408568776,Nepal,0.0,5,6,1,2,0,After 4 00 pm,11 00 am,"['Lake access', 'Kitchen', 'Indoor fireplace', 'Breakfast']",4,Mid-Western Development Region,0,0,0,1
9137,4.92,12,2.813892528381017,India,1.0,4,4,0,1,0,3 00 pm - 9 00 pm,12 00 pm,"['Free parking on premises', 'Pets allowed', 'Patio or balcony', 'Garden', 'Luggage drop-off allowed', 'Smoking allowed', 'Long-term stays allowed']",7,Rajasthan,0,1,0,0
9138,,0,3.74367564234358,India,4.0,4,16,0,4,0,After 12 00 pm,11 00 am,"['Wifi', 'Free parking on premises', 'Pool', 'Pets allowed', 'Luggage drop-off allowed', 'Children’s books and toys', 'Breakfast', 'Smoking allowed']",8,MH,1,0,0,1
9139,4.89,9,2.643351024489958,India,3.0,7,11,0,0,0,Flexible,11 00 am,"['Kitchen', 'Free parking on premises', 'Pets allowed', 'Lift', 'EV charger', 'Washing machine', 'Dryer', 'Baby bath']",8,Rajasthan,0,0,0,0
9140,,0,5.183744534116894,India,4.0,12,16,0,4,0,After 12 00 pm,11 00 am,"['Mountain view', 'Valley view', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Fire pit', 'Smoking allowed']",8,Uttarakhand,0,0,0,1
9141,5.0,16,2.593274686509782,India,4.5,4,6,0,5,0,Flexible,Unknown,"['Kitchen', 'Free parking on premises', 'Pets allowed', 'Washing machine', 'Dryer', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",8,Rajasthan,1,0,0,0
9142,,0,4.522181375744762,Thailand,3.0,4,6,0,2,0,2 00 pm - 10 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'Shared pool', 'Pets allowed', 'TV', 'Air conditioning', 'Hair dryer', 'Fire pit', 'Security cameras on property']",9,Chiang Mai,0,0,0,1
9143,5.0,6,3.8066624897703196,India,5.5,4,8,0,4,0,Flexible,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'Washing machine', 'Dryer', 'Air conditioning', 'Indoor fireplace', 'Security cameras on property']",10,Rajasthan,0,0,0,0
9144,,1,4.02535169073515,India,2.0,2,4,0,2,0,After 12 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Shared patio or balcony', 'Shared backyard – Fully fenced', 'Hair dryer', 'Fire pit']",8,Himachal Pradesh,0,0,0,1
9145,,0,4.122069110236955,Thailand,2.0,3,4,0,2,0,12 00 pm - 8 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Free parking on premises', 'Patio or balcony', 'Garden', 'Luggage drop-off allowed', 'Refrigerator', 'Breakfast']",8,Mae Hong Son,0,0,0,1
9146,,0,3.700260229840888,India,4.0,8,8,0,4,0,After 10 00 am,10 00 am,"['Kitchen', 'Free parking on premises', 'Pets allowed', 'Patio or balcony', 'Garden', 'Breakfast', 'Gym']",7,Maharashtra,0,0,0,1
9147,,0,2.483902129361995,Nepal,1.5,0,3,0,1,0,After 12 00 pm,Unknown,"['Kitchen', 'Pets allowed', 'Smoking allowed', 'Long-term stays allowed']",4,Central Development Region,1,0,0,1
9148,,1,4.487552799261769,Oman,2.0,3,3,0,1,0,After 3 00 pm,Unknown,"['Desert view', 'Mountain view', 'Wifi', 'Free on-street parking', 'Pets allowed', 'TV', 'Air conditioning', 'Patio or balcony']",8,Al Buraymi Governorate,0,0,0,1
9149,,0,5.11285836299075,India,2.5,5,6,0,2,0,After 3 00 pm,12 00 pm,"['Lake access', 'Wifi', 'Free parking on premises', 'TV with standard cable/satellite', 'Garden', 'Luggage drop-off allowed', 'Refrigerator', 'Security cameras on property']",8,Madhya Pradesh,0,0,0,1
9150,,0,4.301783103623829,Thailand,1.0,3,4,0,1,0,12 00 pm - 6 00 pm,11 00 am,"['Waterfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Children’s books and toys', 'High chair', 'Baby bath']",8,กระบี่,0,0,0,1
9151,,0,3.8957466835229777,India,0.0,1,2,0,1,0,12 00 pm - 2 00 pm,10 00 am,"['Garden view', 'Park view', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pool', 'Pets allowed', 'TV']",8,Kerala,1,0,0,1
9152,,0,3.3078130570510447,India,5.0,6,2,0,5,0,10 00 am - 2 00 pm,Unknown,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'TV']",6,Uttarakhand,0,0,0,1
9153,,2,2.6137836532314083,India,1.0,3,3,0,4,0,Flexible,Unknown,"['Pets allowed', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",4,Rajasthan,1,0,0,1
9154,4.83,13,2.483902129361995,Sri Lanka,0.0,1,1,1,1,0,Flexible,12 00 pm,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Dryer', 'Garden', 'Luggage drop-off allowed', 'Hair dryer']",10,Hambanthota,0,0,0,0
9155,,0,4.069953109097941,Kenya,1.0,3,3,0,3,0,12 00 pm - 7 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Free parking on premises', 'Washing machine', 'Dryer', 'Air conditioning', 'Garden', 'Indoor fireplace', 'Refrigerator']",9,Nairobi County,0,0,0,1
9156,4.8,6,3.699962389183437,Thailand,1.0,2,2,0,1,0,After 2 00 pm,12 00 pm,"['Wifi', 'Free parking on premises', 'Breakfast', 'Long-term stays allowed']",4,Chiang Mai,0,0,0,0
9157,4.91,11,2.483902129361995,Sri Lanka,1.0,1,1,0,1,0,Flexible,12 00 pm,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Dryer', 'Garden', 'Luggage drop-off allowed']",9,Hambanthota,1,0,0,0
9158,,0,4.244874236282406,India,2.0,3,5,0,2,0,After 12 00 pm,10 00 am,"['Garden view', 'Mountain view', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Washing machine', 'Garden', 'Smoking allowed']",8,Uttarakhand,0,0,0,1
9159,,0,3.8942760950226556,India,1.0,2,4,0,1,0,After 12 00 pm,11 00 am,"['Kitchen', 'Free parking on premises', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",5,Karnataka,0,1,0,1
9160,,2,2.4849066497880004,India,1.0,1,2,0,1,0,After 12 00 pm,12 00 pm,"['Dedicated workspace', 'Pets allowed', 'Smoking allowed', 'Long-term stays allowed']",4,Uttarakhand,0,0,0,1
9161,,0,3.3496926931294353,India,1.0,3,3,0,1,0,After 3 00 pm,Unknown,"['Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'Refrigerator', 'Long-term stays allowed']",5,Tamil Nadu,0,0,0,1
9162,,1,3.167962927365983,Thailand,2.0,4,5,0,2,0,Flexible,12 00 pm,"['Mountain view', 'Wifi', 'Free parking on premises', 'Window AC unit', 'Shared backyard – Not fully fenced', 'Luggage drop-off allowed', 'Microwave', 'Breakfast']",8,Chang Wat Chiang Mai,0,0,0,1
9163,,0,2.5714158926972828,Nepal,14.0,2,14,0,10,0,After 3 00 pm,Unknown,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'Indoor fireplace', 'Hair dryer', 'Breakfast', 'Smoking allowed']",8,Mid-Western Development Region,0,0,0,1
9164,5.0,9,3.3829597941123746,India,1.0,2,3,0,1,0,12 00 pm - 10 00 pm,10 00 am,"['Courtyard view', 'Garden view', 'Dedicated workspace', 'Free parking on premises', 'Air conditioning', 'Garden', 'Hair dryer', 'Breakfast']",8,Gujarat,0,1,0,0
9165,,1,3.8942760950226556,India,2.0,2,6,0,2,0,2 00 pm - 7 00 pm,12 00 pm,"['Wifi', 'Free parking on premises', 'Washing machine', 'Dryer', 'Garden', 'Hair dryer', 'Refrigerator', 'Breakfast']",8,Himachal Pradesh,0,0,0,1
9166,,0,4.024275380223324,Kenya,2.0,2,2,0,2,0,After 3 00 pm,Unknown,"['Mountain view', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Private patio or balcony', 'Garden', 'Cot', 'Smoking allowed']",8,Laikipia County,0,0,0,1
9167,,0,3.181061351411901,Nepal,3.0,22,16,0,2,0,Unknown,12 00 pm,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",7,Western Region,1,0,0,1
9168,,0,5.265059562753087,India,4.0,12,16,0,4,0,After 12 00 pm,11 00 am,"['Mountain view', 'Valley view', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Long-term stays allowed']",6,Uttarakhand,0,0,0,1
9169,,0,2.86116764508759,Nepal,0.0,6,6,1,1,0,2 00 pm - 5 00 pm,Unknown,"['Kitchen', 'Free parking on premises', 'Pets allowed', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",6,Western Development Region,0,0,0,1
9170,,1,3.621928386570981,Thailand,1.0,2,2,0,8,0,After 3 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Air conditioning', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",8,Chang Wat Suphan Buri,0,0,0,1
9171,,1,3.920899158222545,Sri Lanka,1.0,3,4,0,1,0,12 00 pm - 12 00 am,11 00 am,"['Lake access', 'Wifi', 'Free parking on premises', 'Air conditioning', 'Patio or balcony', 'Luggage drop-off allowed', 'Breakfast', 'Smoking allowed']",8,Hambantota,0,1,0,1
9172,,0,2.1769399061647134,India,1.0,3,4,0,2,0,Flexible,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Breakfast', 'Smoking allowed', 'Long-term stays allowed']",7,Rajasthan,1,0,0,1
9173,,0,2.866665940726188,India,1.0,3,6,0,3,0,11 00 am - 10 00 pm,2 00 pm,"['Wifi', 'Free parking on premises', 'TV', 'Washing machine', 'Breakfast', 'Long-term stays allowed']",6,Kerala,1,0,0,1
9174,,0,2.4000834574789236,Nepal,1.0,1,2,0,1,0,12 00 pm - 8 00 pm,12 00 pm,"['Kitchen', 'Free parking on premises', 'Garden', 'Breakfast', 'Long-term stays allowed']",5,Far-Western Development Region,1,0,0,1
9175,,0,3.565962781937808,India,1.0,3,4,0,1,0,After 12 00 pm,11 00 am,"['Free parking on premises', 'Smoking allowed', 'Long-term stays allowed']",3,Himachal Pradesh,0,1,0,1
9176,,1,2.8618565875881434,India,1.0,4,3,0,1,0,2 00 pm - 12 00 am,11 00 am,"['Canal view', 'Courtyard view', 'Waterfront', 'Kitchen', 'Wifi – 20 Mbps', 'Dedicated workspace', 'Free driveway parking on premises', 'Security cameras on property']",8,Maharashtra,0,1,0,1
9177,,2,3.699962389183437,Thailand,1.0,1,2,0,1,0,After 2 00 pm,12 00 pm,"['Wifi', 'Free parking on premises', 'Breakfast', 'Long-term stays allowed']",4,Chiang Mai,0,0,0,1
9178,,0,2.5833153466070233,India,1.5,3,3,0,1,0,3 00 pm - 9 00 pm,12 00 pm,"['Free parking on premises', 'Pets allowed', 'Patio or balcony', 'Garden', 'Luggage drop-off allowed', 'Smoking allowed', 'Long-term stays allowed']",7,Rajasthan,0,0,0,1
9179,,1,4.357172111386319,Sri Lanka,1.0,2,3,0,1,0,12 00 pm - 12 00 am,10 00 am,"['Wifi', 'Free parking on premises', 'Pets allowed', 'Air conditioning', 'Patio or balcony', 'Garden', 'Luggage drop-off allowed', 'Breakfast']",8,Southern Province,0,1,0,1
9180,,0,3.7170921642082924,Thailand,1.5,2,2,0,1,0,After 2 00 pm,Unknown,"['Kitchen', 'Wifi', 'Free parking on premises', 'Shared pool', 'Pets allowed', 'TV', 'Air conditioning', 'Hair dryer', 'Security cameras on property']",9,Chiang Mai,0,0,0,1
9181,,0,3.5467049653333937,Kenya,9.0,7,15,0,7,0,After 3 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Hot tub', 'Pets allowed', 'TV', 'Washing machine', 'Garden']",8,Narok County,1,0,0,1
9182,4.46,13,2.483902129361995,Sri Lanka,1.0,1,1,0,1,0,Flexible,12 00 pm,"['Kitchen', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Dryer', 'Garden', 'Luggage drop-off allowed', 'Hair dryer']",9,Hambanthota,0,1,0,0
9183,,0,3.345030680023624,Kenya,1.0,3,6,0,1,0,Flexible,Unknown,"['Kitchen', 'Free parking on premises', 'Pets allowed', 'Long-term stays allowed']",4,Narok County,1,0,0,1
9184,,0,3.1019358072661993,Thailand,1.0,4,10,0,4,0,9 00 am - 2 00 pm,12 00 pm,"['Kitchen', 'Free parking on premises', 'Pets allowed', 'Smoking allowed', 'Long-term stays allowed']",5,Nakhon Si Thammarat,0,1,0,1
9185,,0,4.203613094277133,Jordan,1.0,1,1,0,1,0,After 3 00 pm,12 00 pm,"['Wifi', 'Free parking on premises', 'Washing machine', 'Dryer', 'Air conditioning', 'Patio or balcony', 'Garden', 'Luggage drop-off allowed', 'Children’s books and toys']",9,Madaba Governorate,1,0,0,1
9186,,1,4.301783103623829,Thailand,1.0,2,3,0,1,0,After 2 00 pm,12 00 pm,"['Wifi', 'Free parking on premises', 'Breakfast', 'Long-term stays allowed']",4,Chiang Mai,0,0,0,1
9187,,0,3.7915556473081766,Kenya,2.5,11,4,0,3,0,After 3 00 pm,Unknown,"['Garden view', 'Mountain view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private hot tub', 'Pets allowed', 'EV charger']",8,Narok County,1,0,0,1
9188,,0,2.483902129361995,Nepal,4.0,0,16,0,4,0,Unknown,Unknown,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Smoking allowed', 'Long-term stays allowed']",6,Lumbini,0,0,0,1
9189,,0,2.851472278282427,Thailand,1.0,1,2,0,1,0,After 3 00 pm,Unknown,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Washing machine', 'Indoor fireplace', 'Fire pit', 'Long-term stays allowed']",8,Chang Wat Chiang Mai,0,1,0,1
9190,,0,4.141028857900076,India,1.0,1,2,0,1,0,After 12 00 pm,Unknown,"['Wifi', 'Free parking on premises', 'Pool', 'TV', 'Breakfast', 'Long-term stays allowed']",6,Kerala,0,1,0,1
9191,,0,3.920899158222545,Thailand,1.0,1,2,0,1,0,After 3 00 pm,Unknown,"['Wifi', 'Pets allowed', 'Breakfast', 'Long-term stays allowed']",4,Chiang Mai,0,0,0,1
9192,,0,3.8560262128886555,India,1.0,2,2,0,1,0,After 12 00 pm,10 00 am,"['Free on-street parking', 'Pets allowed', 'TV', 'Luggage drop-off allowed', 'Long-term stays allowed']",5,Himachal Pradesh,0,1,0,1
9193,,0,4.695319205705616,India,1.0,1,4,0,1,0,After 11 00 am,10 00 am,"['Wifi', 'Free on-street parking', 'Bath', 'Garden', 'Luggage drop-off allowed', 'Breakfast', 'Long-term stays allowed']",7,Uttarakhand,0,1,0,1
9194,4.81,21,4.578554037841821,India,1.0,1,3,0,1,0,After 1 00 pm,11 00 am,"['Garden view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Garden', 'Refrigerator', 'Breakfast', 'Bluetooth sound system']",8,Kerala,0,0,0,0
9195,4.6,10,3.29226064404356,India,0.0,2,2,1,1,0,After 10 00 am,12 00 pm,"['Wifi', 'Free parking on premises', 'Shared outdoor pool – lap pool', 'Pets allowed', 'Washing machine', 'Dryer', 'Private backyard – Fully fenced', 'Security cameras on property']",8,Uttarakhand,0,0,1,0
9196,,1,4.664234413133708,Greece,1.0,1,4,0,1,0,After 3 00 pm,11 00 am,"['Sea view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'TV', 'Washing machine', 'Central air conditioning']",8,Rethimnon,0,0,0,1
9197,5.0,3,5.732678211561519,Italy,3.0,3,6,0,3,0,4 00 pm - 11 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'TV', 'Washing machine', 'Air conditioning', 'Private patio or balcony']",8,Ostuni,0,0,0,0
9198,,1,4.972153263872842,Cyprus,2.0,3,6,0,3,0,4 00 pm - 11 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pool', 'TV', 'Washing machine', 'Air conditioning', 'Cot']",9,Paphos,0,0,0,1
9199,4.84,96,5.644680287724944,Greece,1.5,3,6,0,2,0,After 3 00 pm,12 00 pm,"['Kitchen', 'Wifi – 25 Mbps', 'Dedicated workspace', 'Free parking on premises', 'Private outdoor pool – available all year', 'open 24 hours', 'lap pool', 'Pets allowed', 'HDTV with standard cable/satellite', 'Free washer – In unit', 'AC – split-type ductless system', 'Private patio or balcony']",12,Mikonos,0,0,0,0
9200,4.88,16,5.178936669768358,Croatia,3.5,7,7,0,3,0,3 00 pm - 9 00 pm,10 00 am,"['Courtyard view', 'Garden view', 'Lake access', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Pets allowed']",8,Primorsko-goranska županija,0,0,0,0
9201,4.99,68,4.7047429002533026,Greece,1.0,1,4,0,1,0,3 00 pm - 10 00 pm,11 00 am,"['Bay view', 'City skyline view', 'Beach access', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Patio or balcony']",8,Kroustas,0,0,0,0
9202,5.0,9,4.454207191174469,Italy,1.0,4,5,0,2,0,4 00 pm - 12 00 am,10 00 am,"['Bay view', 'Mountain view', 'Kitchen', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed', 'Free washer – In building', 'Central air conditioning', 'Private patio or balcony', 'Security cameras on property']",10,Campania,0,0,0,0
9203,4.91,43,5.2884495624099275,Greece,1.0,1,2,0,1,0,After 1 00 pm,11 00 am,"['Sea view', 'Beach access – Beachfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'Air conditioning', 'Hair dryer', 'Refrigerator']",8,Αιγαίο,0,0,0,0
9204,5.0,4,6.374100766660093,Greece,5.0,9,12,0,5,0,3 00 pm - 2 00 am,11 00 am,"['Bay view', 'City skyline view', 'Beach access – Beachfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Pets allowed', 'TV', 'Free washer – In unit']",10,Mikonos,0,0,0,0
9205,4.98,83,4.364249063999498,Italy,1.0,1,2,0,1,0,2 00 pm - 11 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free on-street parking', 'TV', 'Washing machine', 'Patio or balcony', 'Hair dryer', 'Refrigerator']",8,Lazio,0,0,0,0
9206,5.0,23,5.799129163469128,Greece,2.0,2,5,0,2,0,After 4 00 pm,11 00 am,"['City skyline view', 'Mountain view', 'Kitchen', 'Wifi', 'Free driveway parking on premises', 'Private outdoor pool – available seasonally', 'open 24 hours', 'heated', 'Shared sauna', '43"" HDTV with Netflix', 'Central air conditioning']",11,Crete,0,0,0,0
9207,4.86,59,4.534928686752856,Italy,1.0,3,4,0,2,0,12 00 pm - 4 00 pm,10 00 am,"['Mountain view', 'Garden view', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'TV', 'Garden', 'Indoor fireplace']",8,Abruzzo,0,0,0,0
9208,4.86,50,5.90131572335502,Greece,1.0,2,3,0,1,0,3 00 pm - 11 00 pm,11 00 am,"['Wifi', 'Free parking on premises', 'Pool', 'TV', 'Washing machine', 'Dryer', 'Air conditioning', 'Patio or balcony']",8,Mikonos,0,1,0,0
9209,4.95,22,5.744700850073837,Sweden,1.5,1,2,0,1,0,After 2 00 pm,11 00 am,"['Beach access – Beachfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'Hot tub', 'Free washer – In unit', 'Bath', 'Private patio or balcony', 'Private backyard – Not fully fenced']",9,Gotland County,0,0,0,0
9210,5.0,3,8.06099645740762,Israel,4.5,9,16,0,7,0,2 00 pm - 4 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Private hot tub', 'TV', 'Washing machine', 'Dryer', 'Air conditioning']",9,Center District,0,0,0,0
9211,4.76,91,4.502616971151285,Italy,2.0,6,6,0,3,0,After 3 00 pm,10 00 am,"['Beach access – Beachfront', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'TV', 'Washing machine', 'Cot', 'Smoking allowed']",8,Apulia,0,0,0,0
9212,4.92,13,4.762688682325465,Croatia,1.5,2,5,0,2,0,4 00 pm - 10 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private outdoor pool', 'Pets allowed', 'TV', 'Washing machine', 'Air conditioning']",8,Istria County,0,0,0,0
9213,4.9,10,6.132849059256307,Greece,3.0,4,6,0,3,0,3 00 pm - 9 00 pm,11 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pool', 'Pets allowed', 'TV', 'Air conditioning']",8,Mikonos,0,0,0,0
9214,5.0,28,4.356863278771141,Poland,1.5,1,4,0,2,0,4 00 pm - 8 00 pm,12 00 pm,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Dryer', 'Patio or balcony', 'Garden', 'Children’s books and toys']",8,województwo łódzkie,0,0,0,0
9215,5.0,32,5.1153208832472385,Italy,1.0,2,2,0,0,1,After 2 00 pm,10 00 am,"['Mountain view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool', 'Washing machine', 'Security cameras on property']",8,Umbria,0,0,0,0
9216,4.97,30,5.149104275936249,Italy,1.0,3,4,0,2,0,4 00 pm - 12 00 am,10 00 am,"['Courtyard view', 'Garden view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises – 6 spaces', 'Private outdoor pool – available seasonally', 'open 24 hours', 'rooftop', '32"" HDTV']",10,Italy,0,0,0,0
9217,4.8,54,4.719251599971961,Italy,1.0,5,5,0,1,0,4 00 pm - 8 00 pm,11 00 am,"['Garden view', 'Valley view', 'Beach access – Beachfront', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Washing machine']",8,Sicilia,0,0,0,0
9218,4.76,29,4.602999156308915,Greece,1.0,2,2,0,1,0,After 1 00 pm,11 00 am,"['Beach view', 'Courtyard view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'Patio or balcony', 'Garden']",8,Tinos,0,0,0,0
9219,5.0,18,5.5417359117236575,Italy,3.0,4,5,0,2,0,2 00 pm - 7 00 pm,10 00 am,"['Garden view', 'City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Private hot tub – open 24 hours', 'HDTV with Amazon Prime Video', 'Netflix', 'standard cable/satellite', 'Free washer – In unit', 'Air conditioning']",12,Campania,0,0,0,0
9220,4.87,39,4.144472519233193,Poland,2.0,3,8,0,2,0,4 00 pm - 8 00 pm,12 00 pm,"['Lake view', 'Valley view', 'Ski-in/Ski-out', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Washing machine', 'Bath']",8,Podlaskie Voivodeship,0,0,0,0
9221,4.93,41,4.549555583401657,Greece,1.0,3,4,0,1,0,Unknown,10 00 am,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pool', 'TV', 'Washing machine', 'Air conditioning', 'Garden']",8,kokkino chorio,0,0,0,0
9222,4.97,37,4.020607234994786,Greece,1.0,2,2,0,1,0,After 3 00 pm,12 00 pm,"['Beach view', 'Kitchen', 'Wifi', 'Free parking on premises', 'Washing machine', 'Air conditioning', 'Private patio or balcony', 'Private backyard – Fully fenced']",8,Kamilari,0,0,0,0
9223,5.0,3,6.810660374974491,Greece,3.0,5,8,0,4,0,After 3 00 pm,11 00 am,"['Harbour view', 'Sea view', 'Beach access', 'Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'TV']",8,kanalia,0,0,0,0
9224,4.91,86,4.810321518420173,Italy,1.0,2,2,0,1,0,After 4 00 pm,10 00 am,"['Kitchen', 'Wifi', 'Dedicated workspace', 'TV', 'Washing machine', 'Air conditioning', 'Patio or balcony', 'Garden']",8,LT,0,0,0,0
